id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
478,173958,48431854,43507094170,29981,8.89,14.29,32678,9.69,30.63,98971,29.35,74.7,0.7,0.7,0.46,0.43,21.17,133.25
479,140797,30009179,29185342747,26562,8.24,11.9,31811,9.87,32.82,84690,26.28,61.84,0.7,0.7,0.45,0.43,19.55,134.2
481,139041,26903833,27481414554,26418,8.16,11.27,30652,9.47,27.73,81456,25.17,56.65,0.71,0.71,0.45,0.43,17.39,134.6
482,116901,22152510,21240752511,24485,7.9,10.31,27827,8.98,25.84,73235,23.62,51.13,0.71,0.71,0.45,0.43,16.33,140.19
483,117498,23853040,22454132548,24013,7.9,10.21,26906,8.86,26.3,72347,23.81,50.13,0.69,0.69,0.45,0.44,15.78,135.18
484,128621,17571100,16479625499,24678,8.17,11.39,28107,9.31,30.04,77388,25.63,57.24,0.69,0.69,0.46,0.44,15.82,133.29
485,158740,26170570,25784761818,27856,8.92,14.39,31992,10.25,36.09,92953,29.77,76.07,0.69,0.69,0.46,0.43,17.53,135.83
486,199598,39196386,40004236724,31439,9.71,17.27,31510,9.73,37.54,113033,34.92,97.26,0.71,0.71,0.46,0.42,19.54,133.72
487,236031,55646226,55861043261,36397,10.42,20.57,36100,10.33,44.85,131692,37.69,111.42,0.72,0.72,0.47,0.43,21.51,133.11
488,269204,57312798,58382153189,40015,10.57,21.14,39629,10.46,47.85,144577,38.18,118.48,0.73,0.73,0.46,0.41,24.58,132.41
489,275142,60311149,59909421477,40776,10.3,21.43,41865,10.57,47.81,148813,37.59,120.32,0.72,0.72,0.47,0.42,26.67,132.39
490,281153,81036030,81497787873,42044,10.34,22.53,43227,10.63,46.65,152288,37.44,123.32,0.72,0.72,0.47,0.42,28.16,130.68
491,275986,71185415,70250733096,43356,10.53,22.61,45779,11.11,46.67,151995,36.9,119.94,0.72,0.72,0.47,0.41,28.33,131.66
492,281182,68831435,67784160727,40812,10.09,21.57,42135,10.42,45.84,144006,35.6,115.81,0.72,0.72,0.47,0.42,28.69,131.3
493,300170,67589655,68281529293,43312,10.67,22.91,45694,11.26,49.66,152971,37.7,123.55,0.73,0.73,0.47,0.41,28.6,132.99
494,299408,68071594,66445085043,43497,10.47,22.48,46798,11.26,54.62,156629,37.69,123.71,0.73,0.73,0.47,0.42,29.4,130.11
495,296699,74500945,74978520291,46443,10.85,24.1,46185,10.79,45.73,165244,38.6,129.83,0.73,0.73,0.46,0.42,29.36,134.46
496,298921,80529551,80493422637,45538,10.63,23.33,45642,10.65,45.51,161590,37.72,129.0,0.73,0.73,0.46,0.42,30.45,132.62
497,359625,96390363,96532730728,49834,10.96,25.32,48697,10.71,48.57,185385,40.79,145.68,0.73,0.73,0.45,0.4,31.86,132.3
498,415539,141268875,145403391263,54232,11.46,26.81,55008,11.62,48.8,206193,43.57,158.04,0.75,0.75,0.45,0.39,30.84,133.36
499,425551,163392819,172690512111,54868,11.16,26.17,51401,10.46,43.31,210157,42.75,157.58,0.74,0.75,0.46,0.4,32.74,129.66
500,426393,142938244,149057942003,52996,11.2,28.2,50717,10.72,47.74,208006,43.96,164.74,0.74,0.74,0.47,0.42,31.38,128.94
501,360240,116538484,121464139386,47551,10.86,24.53,43991,10.05,38.23,181300,41.4,144.0,0.73,0.73,0.46,0.41,29.3,130.83
502,265828,80657554,81758715997,37770,9.85,19.46,34947,9.12,30.27,138645,36.17,111.25,0.72,0.72,0.46,0.41,25.75,133.55
503,201643,44721741,44623903932,32453,9.3,16.2,31486,9.02,27.92,110615,31.69,85.77,0.71,0.71,0.45,0.42,21.85,135.05
504,160460,33537927,34245524882,28374,8.54,13.25,28821,8.68,23.9,92343,27.8,67.32,0.72,0.72,0.45,0.43,19.37,136.51
505,134519,27834472,28427018107,25359,7.94,10.95,26047,8.15,21.44,78511,24.58,54.41,0.72,0.72,0.45,0.43,17.91,136.19
506,125980,12364474,12189517324,24113,7.78,10.68,24465,7.89,21.47,74732,24.11,52.96,0.7,0.7,0.46,0.44,17.49,135.32
507,132426,15500452,14962219582,24439,7.76,10.9,25031,7.95,23.67,76519,24.3,53.91,0.7,0.7,0.47,0.45,17.29,134.07
508,176512,20665117,20140940092,27239,8.44,13.81,26585,8.24,28.85,92977,28.8,74.51,0.7,0.7,0.47,0.45,17.39,131.21
509,191744,26156678,25259501913,28436,9.01,16.32,26563,8.42,35.54,103503,32.8,90.45,0.7,0.69,0.47,0.44,18.71,130.32
510,209351,32830323,33091254040,30777,9.68,18.74,29239,9.2,43.06,115806,36.43,104.19,0.71,0.71,0.48,0.44,21.56,129.37
511,259510,50966189,50727591093,35770,10.5,21.68,34391,10.1,53.46,141982,41.69,128.25,0.72,0.72,0.48,0.43,23.34,130.17
512,269176,53944822,52914662561,36193,10.64,22.41,33914,9.97,53.88,146706,43.11,134.51,0.72,0.72,0.48,0.44,25.61,129.65
513,278911,48621402,45808976952,37636,10.83,23.77,35465,10.21,53.46,151726,43.67,139.51,0.71,0.71,0.48,0.44,24.69,128.31
514,287166,53888307,52608778937,37789,10.79,23.75,35680,10.19,50.25,153699,43.89,141.24,0.72,0.71,0.47,0.43,25.21,130.88
515,270584,51971083,51327719040,36312,10.21,22.08,34845,9.8,51.25,145656,40.96,132.43,0.73,0.72,0.48,0.43,27.05,128.2
516,296962,62162904,61742270338,38260,10.55,23.3,34597,9.54,47.54,158173,43.6,143.16,0.72,0.72,0.48,0.43,27.36,129.91
517,322210,68197406,66031035029,40629,10.55,22.78,37191,9.66,47.85,169088,43.91,146.51,0.74,0.74,0.47,0.42,27.95,130.31
518,300750,62531402,60987122883,41427,10.43,22.43,35934,9.05,40.88,159809,40.24,136.23,0.76,0.76,0.45,0.41,25.98,144.72
519,305190,69126990,68139443037,43583,10.25,21.93,39017,9.18,42.11,162224,38.15,130.99,0.77,0.77,0.46,0.41,25.54,142.99
520,366382,91268481,88694058666,47953,10.49,22.57,43143,9.44,43.93,184240,40.31,143.75,0.77,0.76,0.46,0.4,27.88,142.72
521,426953,115113505,117288679618,53610,11.05,24.52,50094,10.32,53.72,210547,43.39,160.98,0.76,0.75,0.45,0.39,29.09,140.62
522,450539,121992166,122049647307,54472,10.96,25.83,48878,9.83,49.11,221041,44.47,170.64,0.75,0.75,0.47,0.4,33.03,133.84
523,468623,131479823,131880935620,53777,10.74,26.32,47529,9.49,45.22,219271,43.8,169.52,0.76,0.76,0.45,0.39,33.02,135.79
524,454117,123983483,125750754176,52455,10.62,25.23,59396,12.03,196.17,212994,43.13,164.05,0.74,0.74,0.47,0.4,31.87,129.3
525,368806,94305382,91532022903,45710,10.35,22.43,40388,9.14,36.92,180056,40.76,143.17,0.74,0.73,0.47,0.41,28.63,130.44
526,279402,64860409,65983515880,37719,9.83,19.31,33386,8.7,26.98,143125,37.28,116.2,0.73,0.73,0.45,0.41,25.63,135.49
527,222509,38573058,39680482950,31334,8.91,15.14,27622,7.86,20.55,105294,29.95,82.07,0.74,0.74,0.44,0.41,18.09,147.65
528,181805,32123596,31394970263,26352,8.23,12.7,24040,7.51,19.37,85329,26.66,66.18,0.69,0.7,0.45,0.42,16.96,142.12
529,152001,21732503,21244683355,25040,7.86,11.34,24400,7.66,20.85,79266,24.87,57.2,0.72,0.72,0.46,0.43,17.93,133.73
530,151056,16165223,15846706500,23584,7.76,10.6,24543,8.08,24.2,73611,24.23,52.57,0.71,0.71,0.46,0.43,17.11,137.86
531,169529,16042549,15804809559,24904,7.99,11.13,25902,8.32,26.18,80488,25.84,57.49,0.71,0.71,0.46,0.44,16.5,136.23
532,194810,25181240,24452086551,27310,8.62,14.25,25647,8.09,26.43,98001,30.92,80.34,0.7,0.7,0.46,0.43,17.71,132.22
533,227933,35593546,36303609233,29876,9.59,18.82,27711,8.9,37.68,117532,37.74,106.73,0.69,0.69,0.47,0.43,20.53,127.89
534,243166,44131595,45572966034,32033,9.93,20.59,28787,8.93,42.47,129867,40.27,119.67,0.7,0.7,0.47,0.43,22.99,127.83
535,275763,51393952,51234368363,36121,10.66,23.04,33358,9.84,47.23,150507,44.4,138.68,0.71,0.71,0.48,0.44,24.01,128.84
536,298416,57001096,55720861256,36512,10.52,23.21,33618,9.69,50.29,157095,45.27,146.81,0.72,0.71,0.48,0.44,25.22,127.64
537,329266,51266635,50930603058,36537,10.42,23.78,64159,18.3,390.34,155420,44.34,149.05,0.74,0.73,0.48,0.43,26.95,128.57
538,320159,60585918,61385142386,38465,10.86,24.06,36705,10.37,50.24,162162,45.8,152.18,0.73,0.73,0.47,0.43,27.37,129.91
539,314989,58380792,58048212797,38440,10.37,23.06,35229,9.5,47.04,159219,42.95,144.96,0.72,0.72,0.48,0.43,26.79,128.39
540,358374,74137633,73065359489,40852,10.88,24.42,37897,10.1,48.99,174403,46.46,156.33,0.72,0.72,0.48,0.43,28.55,128.86
541,368152,72609413,72934497853,42848,11.11,25.33,41307,10.71,51.54,183130,47.49,160.14,0.73,0.73,0.48,0.43,30.08,129.98
542,386785,74909175,72018097733,43670,10.81,24.41,42627,10.55,50.92,182278,45.13,152.92,0.74,0.74,0.48,0.42,30.07,130.68
543,448357,97177789,93977065697,47667,11.06,25.86,62472,14.49,191.38,195993,45.47,159.54,0.75,0.75,0.47,0.42,31.22,130.76
544,471210,119124502,118681431253,52128,11.34,25.28,48392,10.53,47.54,216485,47.1,167.47,0.76,0.75,0.47,0.41,29.93,130.6
545,460147,113912104,113635426894,54324,11.52,26.3,53995,11.45,54.66,222163,47.1,169.87,0.75,0.75,0.46,0.4,30.31,132.95
546,523191,143085369,147388491657,56853,11.64,27.81,62883,12.88,71.58,239985,49.14,184.1,0.75,0.75,0.46,0.4,32.53,131.3
547,501727,149093438,153984862201,56910,11.37,27.13,56406,11.27,54.22,233420,46.63,175.82,0.75,0.75,0.46,0.4,32.41,134.0
548,471425,135719430,140634961453,52655,10.93,25.74,47793,9.92,41.86,220779,45.81,171.14,0.75,0.75,0.47,0.41,31.49,130.96
549,374230,94284777,96730498831,45078,10.36,23.18,41820,9.61,39.66,183713,42.21,147.5,0.74,0.74,0.47,0.42,30.29,129.2
550,298662,68486844,68706770126,38864,9.97,19.58,38166,9.79,36.73,148422,38.08,119.0,0.74,0.74,0.45,0.42,24.77,138.48
551,216185,45269110,46600317405,31676,9.0,15.66,32370,9.19,31.26,112769,32.03,89.45,0.73,0.73,0.45,0.42,19.96,138.05
552,165820,24972431,25559665186,26402,8.18,13.3,29441,9.12,32.18,91541,28.35,71.8,0.71,0.71,0.47,0.45,19.23,135.25
553,145730,20336683,19525269197,24364,7.69,11.45,27794,8.78,29.06,80647,25.46,60.63,0.73,0.73,0.47,0.44,18.34,133.55
554,129839,14439653,14268273028,22913,7.45,10.85,27545,8.95,31.31,72660,23.62,54.29,0.72,0.72,0.47,0.45,17.38,138.33
555,150099,17924717,18057378969,25797,8.22,11.46,29882,9.52,33.88,81373,25.93,59.49,0.72,0.72,0.46,0.44,15.61,137.73
556,170746,25492308,24046635975,26648,8.53,14.0,26719,8.56,30.9,91049,29.15,74.24,0.7,0.7,0.47,0.44,17.14,135.98
557,206699,31221616,31227859124,29761,9.24,16.95,29377,9.12,39.54,109689,34.05,94.92,0.71,0.71,0.47,0.44,18.63,133.56
558,231416,45076971,45536223333,32178,9.89,19.42,33448,10.28,63.66,125327,38.51,111.75,0.72,0.72,0.48,0.44,21.24,131.45
559,280653,53561226,53345645950,36257,10.64,22.28,34875,10.23,50.53,149501,43.87,137.23,0.72,0.73,0.47,0.44,22.05,133.52
560,289127,53890743,53075247599,36470,10.66,22.43,36310,10.62,52.72,150953,44.14,138.73,0.73,0.73,0.47,0.44,23.45,134.76
561,289487,55054524,55931418097,37004,10.7,22.98,35465,10.26,48.78,151152,43.71,138.9,0.73,0.73,0.47,0.43,23.61,135.04
562,362304,65519030,65245908104,41827,11.37,24.28,41688,11.33,56.15,175412,47.67,155.82,0.74,0.74,0.46,0.42,24.01,137.19
563,352422,63182570,61463589509,41085,11.07,23.93,39994,10.78,53.25,170490,45.95,150.43,0.74,0.74,0.46,0.42,24.48,137.03
564,383721,76716786,76739190696,43687,11.33,24.54,45068,11.69,56.69,183701,47.65,159.23,0.75,0.74,0.47,0.43,25.85,135.3
565,395852,87503564,87997831600,45869,11.52,25.77,45743,11.49,54.55,192682,48.4,165.72,0.74,0.74,0.46,0.41,25.15,138.0
566,402559,82051301,80459253924,47162,11.37,24.97,45358,10.93,52.99,194559,46.89,161.47,0.75,0.74,0.46,0.41,26.02,137.99
567,409982,79078969,76824346303,48939,11.52,24.99,46885,11.03,49.48,197786,46.54,159.04,0.75,0.75,0.45,0.4,25.51,139.39
568,476669,107358651,106716169385,51301,11.43,25.28,110255,24.57,462.14,206983,46.13,159.88,0.76,0.75,0.46,0.41,26.26,139.78
569,436402,113261486,114211316107,52115,10.96,25.74,56032,11.78,56.46,214997,45.21,163.15,0.74,0.74,0.46,0.41,30.19,130.79
570,493540,129435356,128434612120,55048,11.25,26.64,57709,11.79,58.52,231573,47.33,174.74,0.75,0.74,0.47,0.4,30.17,129.19
571,488708,141723500,143125190633,55887,11.4,27.08,55025,11.22,54.5,231043,47.11,176.46,0.75,0.75,0.46,0.41,31.69,131.37
572,453356,113636897,115029071713,53723,11.27,27.21,51954,10.9,51.37,216548,45.42,166.0,0.74,0.74,0.47,0.41,30.06,131.31
573,402615,114996781,116198264788,48075,10.97,25.79,58017,13.24,133.8,195228,44.54,152.57,0.74,0.74,0.47,0.42,28.0,131.87
574,303011,72629519,74999683096,38141,10.09,20.83,37694,9.97,38.27,153461,40.61,126.86,0.72,0.73,0.47,0.43,24.14,132.28
575,221520,54336083,57831918588,31518,9.21,17.09,40870,11.94,146.31,114810,33.53,92.09,0.72,0.71,0.46,0.43,21.97,131.6
576,171113,25050438,23789084181,28053,8.4,13.83,30749,9.21,30.25,96088,28.79,72.08,0.72,0.72,0.46,0.43,19.06,132.32
577,148522,23122616,22755721602,25800,8.03,11.95,28969,9.02,32.15,85959,26.76,62.82,0.73,0.73,0.46,0.44,18.21,134.62
578,137490,22201137,22846849595,24231,7.62,10.99,26884,8.45,28.01,79225,24.9,57.29,0.72,0.73,0.46,0.44,18.16,135.97
579,147529,18873454,18608475379,24779,7.77,11.24,27865,8.73,32.74,83026,26.02,61.89,0.71,0.71,0.47,0.44,18.21,132.13
580,188225,26985032,27639699527,27657,8.54,14.01,29039,8.97,33.52,100601,31.07,80.19,0.71,0.71,0.46,0.43,18.77,130.72
581,191323,31356056,31510120058,27708,8.66,16.3,27204,8.5,36.31,106720,33.35,93.91,0.7,0.7,0.48,0.44,18.96,127.55
582,217039,38922349,38473675728,30709,9.55,19.01,27377,8.52,39.16,119623,37.21,108.01,0.71,0.71,0.48,0.44,22.44,127.86
583,252275,44204571,43212772946,35814,10.31,21.23,31644,9.11,41.8,140935,40.57,122.89,0.73,0.73,0.48,0.44,23.32,130.9
584,298572,52603650,51526533448,37278,10.42,22.6,54070,15.12,315.04,148578,41.55,131.45,0.73,0.73,0.48,0.44,26.4,127.49
585,284410,63030091,61514351807,39018,10.71,24.42,36029,9.89,49.89,152441,41.86,132.43,0.72,0.72,0.48,0.44,26.19,129.5
586,289221,62277458,60119910512,38861,10.88,26.71,36980,10.35,52.04,150299,42.07,133.15,0.73,0.73,0.48,0.44,26.91,129.16
587,289830,49591196,47225453951,36842,10.33,22.87,35638,9.99,53.4,150717,42.27,131.71,0.72,0.72,0.49,0.44,28.0,127.48
588,301864,45701850,43621299786,37569,10.1,21.9,35431,9.52,50.2,154655,41.56,133.82,0.72,0.72,0.49,0.45,28.42,127.43
589,333903,65059111,66294215564,40304,10.45,22.61,40455,10.49,55.75,168045,43.59,141.18,0.73,0.74,0.48,0.43,27.97,129.96
590,333748,70840202,70921115262,40655,10.45,22.84,39832,10.24,52.93,167372,43.04,142.17,0.73,0.73,0.48,0.43,28.31,129.31
591,351249,74840998,76099667350,43710,10.38,24.22,45237,10.74,55.67,175966,41.78,143.92,0.74,0.74,0.49,0.44,29.16,129.67
592,371311,76794851,75772805245,45842,10.44,23.6,54291,12.37,128.59,183186,41.73,144.86,0.75,0.75,0.48,0.43,31.1,129.4
593,358430,90886015,91078160572,47054,10.6,23.89,46619,10.5,54.28,185890,41.86,147.48,0.75,0.74,0.47,0.42,32.05,127.92
594,403179,92867698,93301298122,50155,10.8,24.11,65026,14.0,136.65,198499,42.74,153.54,0.75,0.75,0.48,0.42,30.48,129.81
595,358685,94485057,95219601974,46589,10.21,23.49,46803,10.26,50.28,186112,40.8,148.34,0.74,0.74,0.49,0.43,32.61,127.84
596,335342,86106672,86643494962,43898,10.07,23.22,41937,9.62,45.16,177463,40.72,144.95,0.72,0.72,0.48,0.43,32.66,128.24
597,294112,76020437,75991605623,39240,10.04,22.61,42780,10.95,78.93,154392,39.52,132.02,0.73,0.73,0.48,0.44,28.8,128.77
598,233061,57417258,58582757570,34140,9.55,19.04,32777,9.17,35.65,128331,35.9,110.22,0.71,0.72,0.47,0.43,24.56,132.89
599,168578,38170501,38370025292,28413,8.71,15.04,29568,9.07,33.06,98436,30.19,82.55,0.72,0.72,0.48,0.45,20.49,134.31
600,143440,28921780,27545498535,25081,8.09,13.11,28245,9.11,34.01,84662,27.29,68.63,0.71,0.71,0.47,0.45,19.01,132.94
601,122488,18032947,17783468207,21984,7.53,11.36,26061,8.93,33.44,72897,24.96,58.68,0.71,0.71,0.49,0.47,18.13,131.17
602,109106,13733343,14244455863,20607,7.06,10.18,24729,8.48,32.57,66616,22.84,52.0,0.7,0.71,0.49,0.48,16.79,130.84
603,114313,17420957,17462354167,21048,7.22,10.46,24137,8.28,31.99,68521,23.51,53.82,0.69,0.7,0.48,0.46,18.14,130.34
604,135541,20839018,20396450417,22355,7.66,12.79,24079,8.25,33.53,78097,26.77,67.97,0.7,0.7,0.49,0.47,18.63,126.89
605,168902,25653873,25145249315,25340,8.65,16.67,30718,10.48,48.53,95130,32.46,87.5,0.71,0.71,0.5,0.47,19.68,126.14
606,208172,33938370,33900507871,30306,10.15,21.6,33390,11.19,55.21,116280,38.95,109.7,0.7,0.7,0.49,0.46,20.88,125.91
607,244602,49911895,51321329198,33467,10.6,23.24,35620,11.29,60.57,135136,42.82,130.16,0.71,0.71,0.48,0.44,22.03,131.65
608,279803,48296293,46501579391,35699,10.62,23.59,39299,11.69,64.51,146306,43.53,138.77,0.72,0.72,0.48,0.45,24.5,128.65
609,275085,59107902,56769008899,35154,10.3,22.45,39941,11.7,61.3,143967,42.18,132.95,0.73,0.73,0.5,0.46,26.59,126.55
610,273647,58888644,58113685508,35998,10.42,22.74,40246,11.65,59.32,142971,41.39,130.21,0.72,0.72,0.49,0.46,26.71,128.17
611,262087,54011072,54987644523,35920,10.04,21.18,39231,10.96,57.71,137450,38.42,121.68,0.73,0.74,0.49,0.45,27.61,128.53
612,291957,56295545,55260573878,35723,9.99,20.73,39647,11.09,56.58,142316,39.8,124.35,0.74,0.74,0.49,0.45,28.38,127.74
613,277884,60340042,61608829044,37768,10.04,20.95,41616,11.07,56.28,145817,38.77,124.06,0.73,0.73,0.48,0.43,27.52,130.44
614,277971,67631369,68851807901,39275,10.24,21.31,43340,11.3,60.47,148794,38.78,124.69,0.74,0.74,0.48,0.43,29.43,129.97
615,273898,63714007,63671485763,38134,9.96,21.08,40625,10.61,55.85,146579,38.27,123.66,0.72,0.72,0.48,0.43,32.31,123.99
616,283820,68480947,67366646444,38776,10.03,21.81,43884,11.35,55.52,148871,38.51,126.84,0.71,0.72,0.49,0.44,32.15,123.53
617,292008,76026407,73547839035,41322,10.4,22.44,45705,11.5,51.11,154124,38.79,128.43,0.73,0.73,0.47,0.42,33.1,127.52
618,300476,72094513,71573345293,43014,10.73,23.23,46016,11.48,50.24,159509,39.79,130.95,0.73,0.73,0.47,0.41,30.67,131.22
619,372133,80915424,83122763915,43880,10.61,22.21,76148,18.42,453.98,161281,39.01,130.39,0.74,0.74,0.46,0.41,30.04,135.34
620,344489,70596059,69984810610,41484,10.57,22.48,76763,19.57,335.09,151711,38.67,127.31,0.73,0.73,0.47,0.43,30.89,132.09
621,408723,69823047,71182312741,38710,10.22,22.24,146168,38.6,727.16,138733,36.63,117.67,0.72,0.73,0.46,0.42,28.78,135.1
622,255536,50229984,50896684682,34117,9.73,19.92,36035,10.28,39.68,119295,34.03,102.51,0.72,0.72,0.46,0.43,26.78,134.56
623,203626,42430278,43212729258,30334,9.29,17.25,33071,10.13,37.05,102507,31.41,85.89,0.7,0.71,0.46,0.43,22.29,137.56
624,143474,27295142,27036892005,25914,8.37,13.71,29416,9.5,33.91,83690,27.03,66.0,0.7,0.7,0.45,0.43,20.02,140.63
625,101001,17866691,17786981779,21455,7.47,10.56,25286,8.8,32.19,66155,23.03,50.91,0.7,0.7,0.46,0.44,19.28,140.35
626,89534,11631119,11767741492,19716,6.98,9.47,23687,8.38,28.98,58532,20.71,44.76,0.71,0.71,0.46,0.44,17.97,140.38
627,86580,10249985,10574645914,19364,6.92,9.41,22734,8.13,28.03,56900,20.34,43.98,0.7,0.7,0.46,0.45,17.63,139.97
628,92676,13219470,13767957481,19796,7.22,10.37,23778,8.68,31.69,60371,22.03,49.37,0.7,0.7,0.47,0.45,17.93,139.72
629,121791,15105559,15412477518,22771,8.09,12.77,28048,9.96,40.17,75194,26.7,65.62,0.7,0.71,0.47,0.45,18.24,136.38
630,134529,22639232,22386190707,23490,8.2,15.05,26010,9.08,36.19,79866,27.9,76.0,0.7,0.7,0.49,0.46,20.36,132.09
631,162963,29611802,30025961953,27767,9.05,17.54,29067,9.48,39.23,96629,31.51,89.3,0.72,0.72,0.47,0.44,21.84,134.12
632,184526,36659324,36721534353,30340,9.02,18.68,32274,9.59,42.07,107897,32.07,97.47,0.72,0.72,0.47,0.44,25.54,134.13
633,191658,41909758,41814592042,31662,9.11,19.12,31308,9.01,38.89,110795,31.88,99.9,0.73,0.73,0.48,0.44,27.53,133.6
634,202018,49909880,49849799916,32671,9.06,18.98,34333,9.52,41.55,116512,32.29,103.22,0.72,0.72,0.49,0.45,27.27,130.12
635,202298,51476641,50841965644,32969,9.19,19.71,33695,9.39,40.0,118446,33.01,105.33,0.72,0.72,0.49,0.44,28.85,128.15
636,232506,57355182,55650618149,36236,9.65,20.42,36773,9.79,40.3,129975,34.6,112.45,0.74,0.74,0.48,0.43,28.38,127.76
637,275987,65790364,66989604842,38863,9.9,20.71,44363,11.3,51.17,143030,36.42,117.86,0.73,0.73,0.47,0.43,28.06,127.42
638,301518,68178956,68007255360,38938,9.75,19.97,47105,11.79,57.12,144562,36.19,117.17,0.73,0.73,0.47,0.42,28.38,129.03
639,313758,59273772,58038605652,40804,10.14,20.72,49287,12.25,57.17,149825,37.24,120.19,0.73,0.73,0.47,0.42,29.18,130.21
640,298048,71819225,72185804282,42247,10.38,23.05,48422,11.89,53.16,157227,38.61,131.55,0.73,0.72,0.48,0.43,29.88,131.92
641,315926,74489401,73563941616,43489,10.58,23.2,49868,12.13,55.64,164111,39.91,134.35,0.73,0.73,0.47,0.42,30.47,130.72
642,340685,88695571,89737345284,43110,10.34,22.26,48884,11.73,52.71,164958,39.57,134.5,0.73,0.73,0.47,0.43,30.91,130.27
643,325141,90569246,90170931161,41796,10.12,21.96,43323,10.48,42.67,158532,38.37,130.44,0.72,0.73,0.47,0.42,31.56,129.81
644,324520,96369746,99976779063,43563,10.32,22.21,44497,10.54,40.54,167028,39.58,136.07,0.72,0.72,0.47,0.42,30.57,128.42
645,324783,73315680,72419130413,40504,9.98,20.86,47536,11.71,54.0,153478,37.8,123.34,0.71,0.71,0.47,0.43,28.92,131.86
646,260677,67342911,67601360916,35285,9.57,18.7,35745,9.69,33.54,131020,35.53,109.05,0.71,0.71,0.47,0.43,25.85,130.54
647,180275,45411441,45508051627,29430,8.71,15.43,32058,9.49,31.97,100174,29.65,83.54,0.72,0.72,0.46,0.43,24.05,133.47
648,144559,30821429,30970073760,25527,7.98,13.04,29746,9.3,31.86,84791,26.51,68.99,0.69,0.69,0.47,0.44,21.21,136.29
649,125008,18292540,17752802070,23883,7.81,11.31,28728,9.39,40.63,76054,24.86,58.11,0.71,0.72,0.47,0.45,19.21,133.87
650,117563,12905984,12664304354,22217,7.43,10.27,33117,11.07,57.99,69551,23.25,50.21,0.7,0.71,0.47,0.45,18.47,134.55
651,110087,12204272,12157678681,20956,7.13,9.6,31109,10.58,53.2,64488,21.93,47.19,0.69,0.7,0.48,0.46,17.57,133.02
652,117044,13513832,13742116308,21576,7.41,10.47,31362,10.77,55.99,68039,23.37,51.26,0.68,0.69,0.48,0.46,17.7,132.84
653,151963,18084985,18163217882,24293,8.04,12.4,35002,11.59,60.8,84063,27.84,68.62,0.69,0.69,0.47,0.44,18.35,131.01
654,189351,30104743,30792388745,27594,8.92,15.95,33991,10.98,58.02,102022,32.96,89.39,0.69,0.69,0.48,0.44,21.55,126.28
655,243661,45809252,47556465198,32624,9.69,18.43,38479,11.43,63.03,125275,37.21,110.09,0.71,0.71,0.47,0.44,23.24,130.55
656,288910,56353687,57417990187,36456,10.11,20.47,45909,12.73,66.97,145983,40.47,127.31,0.71,0.71,0.48,0.44,26.1,128.58
657,313657,60058087,60170867734,39518,10.42,21.6,49433,13.04,74.46,156130,41.17,133.27,0.72,0.72,0.48,0.43,28.46,128.77
658,328807,64409000,65125014374,40773,10.4,22.61,49180,12.55,66.31,160393,40.93,137.08,0.72,0.72,0.48,0.43,29.75,129.57
659,315764,72399162,71533484793,41661,10.25,22.45,52257,12.86,66.57,161208,39.68,133.34,0.72,0.72,0.47,0.42,30.5,128.44
660,322364,65889555,65646431662,43135,10.43,22.05,47722,11.54,57.06,164147,39.68,132.13,0.73,0.73,0.47,0.42,29.5,131.08
661,319947,72261513,73030820931,44019,10.58,22.68,47232,11.35,54.14,164947,39.63,135.24,0.73,0.74,0.47,0.42,29.39,129.93
662,330250,74755705,75570227406,43827,10.46,22.63,52662,12.57,72.63,167195,39.91,135.47,0.74,0.74,0.47,0.42,29.59,129.47
663,357606,78186086,78686256307,44502,10.49,22.69,50652,11.94,64.35,171917,40.53,139.23,0.74,0.74,0.47,0.42,30.23,130.37
664,370738,85814411,86757193914,46080,10.62,23.51,47914,11.05,55.04,181688,41.88,146.72,0.73,0.73,0.48,0.43,32.01,128.46
665,423629,95316250,97031452639,48516,10.57,24.0,52782,11.5,57.65,195388,42.58,154.0,0.73,0.73,0.48,0.42,33.05,125.33
666,501770,107006912,108504318579,51622,10.98,25.86,87772,18.67,207.75,214732,45.67,170.11,0.74,0.74,0.47,0.42,32.88,129.54
667,588676,119552568,121057912622,55708,11.52,27.7,123757,25.59,454.66,233095,48.2,180.24,0.73,0.74,0.47,0.41,33.6,128.75
668,564833,135325001,137578780281,55375,11.71,28.84,72331,15.3,168.15,235927,49.91,184.84,0.73,0.73,0.47,0.42,33.84,126.7
669,460679,108819509,109033387418,50106,11.36,27.81,51234,11.62,49.01,203659,46.18,163.0,0.73,0.73,0.47,0.42,29.41,126.08
670,328020,86015317,89551843504,42044,10.95,21.82,40023,10.42,40.02,162872,42.4,133.07,0.72,0.72,0.47,0.42,27.0,127.01
671,249047,42951501,43286091262,42440,12.13,19.31,33120,9.47,31.86,133163,38.06,96.36,0.72,0.72,0.46,0.43,22.44,129.34
672,180562,31631619,32855399249,28774,8.85,13.96,30715,9.45,30.96,99984,30.75,77.33,0.7,0.7,0.46,0.44,19.94,132.43
